x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50
30.84073961,0,2630.31176,161.127688,5.19103403,2.081059933,0.132080776,38.52490421,1.999840888,6.846794885,12.03782891,15.25951855,3.307677336,1.859978718,1.225540269,5.408413087,1.349135797,1.680290645,9.255355118,33.56769228,36.52890961,56.28957086,0.066737126,2.268677594,0.729362074,32.19229538,11.33811664,6.805556642,30.95477387,0.729362074,71.85206083,28.14793917,39.17485294,23.22944836,-0.458333333,4.804412423,5.122684903,1.985498494,0.665047562,0.334952438,183.1245491,-20.32103604,8.003966205,0.925578966,1.40533391,108.0404846,8.143558941,73.76562055,84.07619978,3.693009119
33.70545298,1.533279126,365.0183619,19.7198736,3.831538423,9.554165745,0.623640167,45.47423127,1.742362644,5.816172444,9.647710867,29.07754343,6.838693023,11.5065674,3.774783809,10.63216647,3.822872886,3.154506082,7.014254186,5.739840366,12.11316583,17.91148798,0.076277625,2.889826648,1.196632281,6.434230194,56.72784296,63.39675948,8.590954774,1.196632281,33.35210248,66.64789752,199.8311727,49.69826806,3.158010702,1.058648534,1.347094894,1.241166396,0.553803769,0.446196231,402.5714286,-125.8310627,8.050906555,1.660476334,1.2075965,60.22368278,27.331862,53.25116872,21.27982515,4.624010554
36.38232832,0,560.6137136,49.53960308,5.823212461,13.31488163,0.419330035,74.03681314,4.311320928,16.52388421,22.34709667,34.10175779,13.21876466,14.45098412,7.372388599,14.85771923,6.171494941,9.185102286,11.05611732,51.1832423,6.025835253,32.93375262,0.117415544,1.549019169,0.802646325,7.509573177,48.60462657,24.61310153,3.97091951,0.802646325,45.19102456,54.80897544,121.2828785,18.73909039,3.373451741,3.584814216,4.881208538,0.994676394,0.498665546,0.501334454,34.92473154,58.33618444,10.26717062,1.103461475,1.799388332,90.62391595,15.28599839,106.4603169,108.0981679,8.135816841
31.67718284,0.990177033,660.1793391,31.20298227,3.183299242,6.858974595,0.490232194,71.16564417,2.265415412,19.2639113,22.44721054,32.64911758,22.71330952,18.48258303,15.49543212,25.56146572,14.26668188,13.28173449,15.38440454,41.96620378,16.99024944,15.17197902,0.110469057,1.911425316,1.166672329,8.780199449,41.57080965,19.7572555,11.44308292,1.166672329,85.38626586,14.61373414,17.1148533,77.85081092,-2.960851397,5.082101381,5.684986899,0.546130648,0.353224127,0.646775873,679.0986086,1039.261745,10.69566118,0.413677918,2.508976109,241.7339571,10.59146803,111.3867952,181.8814091,669.3452381
30.04926108,0.258373982,1881.296493,79.9946865,3.488628069,14.72283996,0.496275543,147.3928927,5.141989827,10.10555099,13.59417905,17.9552538,11.68565257,29.24804848,6.248109032,15.8973471,6.095049831,5.144307083,10.98842531,8.042035014,8.0049156,26.2475524,0.069825147,3.730184113,1.214567663,10.68908292,34.14698931,39.88547139,6.567612688,1.214567663,18.91661862,81.08338138,428.6357039,31.42416957,5.902298851,0.673131836,1.250956306,2.137344416,0.681259095,0.318740905,128.3355886,138.6279926,6.695128188,3.60137881,1.093860197,27.76714289,21.50528914,49.04908141,46.99100264,4.712047542
21.65815432,0.513103378,266.7830974,19.92524183,4.590479367,15.03230084,0.650663012,69.08101865,3.171149907,10.90815022,15.49862959,38.53714227,7.061979405,9.022536474,4.551589487,10.79565652,4.492958382,5.534247513,10.34963719,21.36476947,5.402400543,18.02566372,0.088401384,2.385946978,0.822440535,5.873573178,62.14275177,48.42711477,3.32046976,0.822440535,50.15395403,49.84604597,99.3860742,27.53309702,3.377891878,1.585780916,2.681097542,1.717700578,0.632041878,0.367958122,298.2576336,-701.6862745,8.896339473,1.260203488,1.365033596,79.35226408,16.90487491,101.4073392,64.52665446,12.29208827
36.56022977,1.46641146,242.7029606,5.637876032,1.4594653,21.98673898,0.688949629,35.74828133,0.521733761,9.825728575,11.28519388,37.17198691,12.24792825,12.82456305,7.534562674,14.89563345,6.475310185,5.796184243,1.958816992,40.81987837,6.646898887,3.074061497,0.154531339,1.931098211,1.299917732,13.45531959,27.12681758,30.74958541,4.176114503,1.299917732,53.9088973,46.0911027,85.49813669,33.85962287,3.033834586,2.170497238,3.579337017,0.790186151,0.441398874,0.558601126,5.240986247,-1331.690141,14.76766888,0.818786686,1.91196062,122.1319321,13.96949864,65.29834254,70.33701657,34.40810811
7.378956001,0,86.60634334,4.125624657,2.256247828,20.22144157,0.59873565,72.95641519,1.646077533,-4.308710625,-2.052462797,52.63617263,28.85341184,42.77807838,26.32256101,-7.111360251,24.79769149,21.85633945,-2.144876939,23.30416101,5.824957729,26.1456984,0.033292347,2.185899151,1.204344445,10.91955064,33.42628392,66.52106663,2.758922923,1.204344445,68.30320736,31.69679264,46.40600912,73.26510129,7.15449526,1.834449225,2.705211569,0.591791902,0.371777178,0.628222822,-65.59178744,-75.56878307,3.462718049,0.54430413,2.065143243,183.7208181,20.46815267,28.47164605,-21.05080364,-11.9627193
35.89724286,0.728036869,804.9059372,42.47996989,4.155809021,14.95350941,0.422230714,61.13833635,2.540792497,7.317380187,11.47318921,21.25617406,8.502865642,10.49033561,4.277832163,10.74568243,4.260696354,3.458433455,7.90744119,15.58152206,8.065134201,27.07079342,0.087917906,3.529703939,1.236927707,8.16899182,44.68115626,47.68934458,6.350795237,1.236927707,36.61899101,63.38100899,173.0823467,24.9043125,5.111535486,1.324045955,2.271393693,1.789162892,0.641469488,0.358530512,146.1306641,-221.5012417,8.869702388,1.751739931,1.31285115,57.0860995,12.81246066,97.57128298,57.11143534,5.064166743
33.71314209,2.356817335,364.9255342,23.47088819,4.184192489,17.12624863,0.589461569,116.0243699,4.854682972,12.93279463,17.11698712,34.94414583,12.81113972,88.826511,6.780401226,17.68053617,5.61650154,5.97405096,9.347065402,25.52559431,6.601836159,18.74295059,0.100084849,2.469980249,1.134975458,7.801846258,46.78379808,29.65611507,4.294880904,1.134975458,7.852950353,92.14704965,1173.406752,18.09308471,12.53329764,1.579855979,2.607087159,1.300649175,0.565340074,0.434659926,30.16004811,73.21984681,9.164895424,7.199078673,1.473940378,13.89066637,17.73360749,90.83727742,72.92816556,5.684319011
25.62581124,5.700152761,742.7927928,18.04531805,1.923328726,40.30705373,0.60040333,129.5763994,2.492180112,8.249072525,10.17240125,20.8307267,8.189779941,124.2040185,5.409589972,15.77585487,5.023379091,5.845639049,5.852913363,9.975267331,2.43064519,13.54913799,0.058034636,1.520988692,0.925406089,13.36866673,27.30264785,54.06550343,1.924324133,0.925406089,4.510789388,95.48921061,2116.906874,54.03912121,0.475757576,0.425691719,1.206813006,0.605822124,0.377266022,0.622733978,47.04712899,346.0732984,5.672359049,8.363636364,1.282873807,11.95652174,60.04801048,15.18873867,13.73746184,8.301610542
2.521008403,1.344344152,1349.84326,52.35109718,3.207221049,11.48648649,0.54988831,83.23353293,2.669483388,7.97004033,11.17726138,17.30362973,12.26581265,-6.236786469,3.779023219,18.03171844,3.796653797,2.266180142,2.899942385,11.63817937,13.83001328,23.218744,0.062558532,3.648913805,1.667574059,9.143107989,39.92077972,34.88098003,11.43691899,1.667574059,-56.78893179,156.7889318,-276.0906516,15.94500308,258.4166667,1.418275418,1.877734878,1.130226182,0.530566281,0.469433719,107.0921986,-211.3924051,6.217423678,-0.93427762,1.41358399,-107.0345664,14.92222009,76.19047619,53.41055341,1.583969466
29.09090909,0,2703.921569,143.7908497,4.625735913,7.54207685,0.082844575,44.09090909,2.039529016,5.172413793,9.798149706,13.01513877,2.259551063,1.098606645,0.609484168,4.081971293,0.651000318,0.862068966,4.163162321,29.5626577,10.41840088,52.60723297,0.081951946,2.257773558,0.707001635,5.930174564,61.54962153,24.79211989,9.062431544,0.707001635,55.20800254,44.79199746,81.13316077,19.28394186,2.495049505,2.378676471,3.251838235,2.560203505,0.71911718,0.28088282,204.1237113,-158.2733813,8.064516129,1.302559678,1.270479134,76.77191433,11.43818335,137.8676471,45.22058824,2.589473684
24.0188432,0.924171492,555.299685,20.80696842,2.929860597,25.63236023,0.669609637,96.92494338,2.839765725,4.796402651,7.726263248,21.80741404,3.065541411,3.508051739,1.45131135,8.267013998,1.461693488,1.154266497,7.437495201,22.9008037,5.100081335,16.08058396,0.061608529,2.251496687,1.257345122,7.876300897,46.34155103,39.29365608,3.987885483,1.257345122,44.28850246,55.71149754,125.792236,37.09924322,0.189265246,1.572589239,2.812752081,0.72011967,0.418645099,0.581354901,261.9052387,4022.121015,6.019667623,0.94526813,1.894957236,105.7900894,16.32148466,72.40717457,29.38704872,5.219391439
0.75203252,0,2912.406948,278.9081886,8.910027745,19.9159436,0.908346778,17.52669039,1.561632977,-5.144669045,3.7653587,6.959968292,-74.5911743,910.7059374,-80.03944449,-8.143547274,-132.0498915,-77.20967103,-5.667855727,-5.128814903,8.79707113,30.62227507,0.026658761,3.551020408,1.036650505,11.32405745,32.23226318,26.27800971,8.184797768,1.036650505,-83.69034707,183.6903471,-219.4880933,47.33190641,-8.960526316,0.280679869,0.509745829,1.256347507,0.556805857,0.443194143,-362.9441624,-12.49861003,2.666793205,-0.665316702,0.234477721,-150.3043584,50.83630598,21.03539685,-10.12006861,-0.880597015
32.79857857,0.1693665,2115.215248,74.64344397,3.024363744,8.755988371,0.507353701,157.1277626,4.752115084,7.220711712,10.24507546,14.29682278,13.97909186,24.66730335,9.092034741,13.6553749,8.769295863,6.843897879,5.899599752,3.493849812,14.47664758,31.74663198,0.047695842,3.862608454,1.328487786,13.68527123,26.67100957,35.08289314,12.40694693,1.328487786,38.38085359,61.61914641,160.5465763,46.69132712,6.929217916,0.852996988,1.157332954,2.003238236,0.667026083,0.332973917,74.67808265,125.4778478,4.693227322,1.737913622,1.067862331,57.54025905,22.45384363,52.18933087,32.15802083,25.17641597
19.48488242,2.612059765,414.9452856,15.66481787,2.788153682,21.35525261,0.677321576,86.12440191,2.401280683,5.557630736,8.345784418,26.14461046,6.616395978,141.9545903,2.780355762,12.57736316,2.882919006,1.918356457,2.377267876,13.77001067,7.071031035,15.62166489,0.056562923,2.592067499,1.449342614,11.12991834,32.79449039,37.59311441,5.222337515,1.449342614,1.238973536,98.76102646,7971.197411,36.86817425,-286.5555556,0.906838454,1.493337738,0.839097412,0.456255012,0.543744988,25.07739938,-233.7807606,5.759162304,36.82524272,1.393707707,2.715528605,24.22892209,38.12355467,22.93800242,2.546454768
26.32771901,0.725799585,905.5534624,31.01962764,2.858069207,24.24236145,0.649802343,65.88060044,1.882913154,4.492804884,7.35087409,16.5646185,7.578840116,10.11693731,5.303967528,11.24031325,5.177936104,2.618603158,3.720762676,14.39661892,8.937575188,17.27961067,0.059235216,4.202244346,2.025494971,11.87492951,30.73702456,10.42420788,7.457099955,2.025494971,52.58132658,47.41867342,90.18158441,38.14886335,2.904486974,1.315412648,2.655533361,1.081695655,0.519622382,0.480377618,102.4103553,-2123.357664,5.792313023,0.988226079,1.576343089,101.1914198,9.148375941,87.60802171,49.11040946,23.98356643
25.72178478,0,450.0424448,31.74872666,4.591774095,11.65191224,0.299061535,153.6096257,7.053406998,15.85635359,20.44812769,34.91098834,9.785028651,14.00296883,6.197306471,12.99524564,5.941425522,10.42357274,15.16267649,14.75445058,4.787656135,72.4432167,0.045245584,1.641144469,0.594547246,9.975505205,36.58962554,87.78175988,3.11623806,0.594547246,44.41722943,54.86546065,123.5229242,48.65433673,1.499621499,0.90339494,1.339887272,1.795832518,0.642324784,0.357675216,129.3871137,227.3556231,4.442860537,1.446116275,1.130086615,69.15073269,46.83241252,45.75960152,33.85764845,6.539240506
35.88161353,2.199245618,350.3094711,11.21940212,2.316618593,28.14936412,0.805641183,32.41068863,0.750832039,4.702019081,7.018637675,27.6669625,3.557329629,2.394261624,1.973324424,8.850817861,1.955576932,1.244952296,7.170845352,30.81794986,5.647232768,7.176614156,0.057781332,2.452075178,1.585060271,10.20537554,35.76546483,25.24955139,4.084814996,1.585060271,82.13318556,17.86681444,21.75346581,88.59628589,-1.739796095,2.456008631,4.234312387,0.491950664,0.32973655,0.67026345,955.0531915,-67.61867755,6.27392305,0.401465677,2.552664123,249.0872961,10.07721322,93.82843806,46.65991457,15.53665689
2.843601896,2.127659574,767.6282051,44.55128205,4.480980013,12.51193887,0.65082575,165.4676259,7.414571244,8.252740168,12.73372018,22.79174726,9.391073503,15.56214969,7.831425253,10.59602649,7.513530723,7.607994842,6.286266925,28.98130239,8.09921671,33.39780787,0.047038917,2.072836619,1.029367845,5.376083189,67.89329465,48.38726514,6.253263708,1.029367845,51.44858325,48.55141675,94.36881188,43.01639344,-11.8,1.771341463,2.370426829,1.019935691,0.504934734,0.495065266,84.05172414,227.8688525,4.684866869,0.981435644,1.566834805,101.8915511,21.14764668,100.4573171,39.02439024,6.243902439
28.35762111,0.890060474,616.8844221,22.11055276,2.729105288,17.17709296,0.507515162,90.45454545,2.468599783,8.785858273,11.51496356,23.85796247,9.715213325,12.69360743,6.362706003,12.32408918,5.745881003,5.591564584,5.929601489,18.00434176,6.651882414,17.37633742,0.079612792,2.890632004,1.137911564,7.35012537,49.6590169,33.91027208,5.064878804,1.137911564,47.80585742,52.19414258,109.179388,37.45878618,6.156810036,1.100407498,1.978973105,1.584548225,0.613085184,0.386914816,40.46560847,327.1375465,7.734903753,1.282447837,1.312194615,77.97588107,19.02620561,79.28280359,46.17766911,12.3173913
18.33712984,1.128290848,909.4314381,44.48160535,3.969912244,16.49681209,0.576096688,119.6992481,4.751955107,5.939943884,9.909856128,18.83469644,5.85717882,10.52319549,3.971916869,6.719340897,3.564435966,4.238552922,3.832607009,40.72294191,6.295001879,39.57375679,0.043894389,1.693902316,0.937092669,7.479794597,48.79813145,40.40342748,5.109357384,0.937092669,38.957779,61.042221,156.6881443,32.51912164,0.987012987,2.096611027,2.927668184,0.720715273,0.418846328,0.581153672,48.93292683,146.4757709,4.252461952,1.075128866,1.913580247,93.01210596,23.60456092,65.60445119,25.16439049,5.653409091
45.85557101,0.609967355,360.7320498,13.30236099,2.473051642,18.66506672,0.677228458,59.65864246,1.475389037,11.87191662,14.34496826,32.93604126,11.84521687,9.220404981,6.106317126,16.08555513,5.959702544,5.222784477,6.77746927,30.19362804,6.281011746,16.34175739,0.048703725,2.385516643,1.169168889,6.981832429,52.27853915,29.51091801,4.212295126,1.169168889,69.2011504,30.7988496,44.50626821,43.60033628,0.796097741,2.411573229,3.801542544,0.958915989,0.489513585,0.510486415,459.3682818,-157.6360809,4.884607415,0.707377814,1.768522889,141.3671704,11.76797818,137.8690496,100.883231,24.46354952
